order_item_id,order_id,product_id,quantity,selling_price
323,932,48,3,46888.44
324,1685,82,3,8934.18
325,479,61,1,49676.89
326,1932,72,3,73244.9
327,454,83,1,50940.69
328,951,90,3,52043.38
329,239,18,1,75716.04
330,624,64,1,8045.2
331,1818,69,2,31274.07
332,760,86,5,33703.4
333,1521,94,2,70866.48
334,1342,13,4,49366.48
335,1924,36,1,55314.37
336,445,57,4,76058.25
337,1752,47,1,78478.94
338,753,70,3,5124.84
339,566,25,1,75935.16
340,1688,59,1,53121.67
341,1315,82,5,77695.14
342,104,43,2,79108.03
343,1612,73,2,5767.23
344,1568,71,2,47033.73
345,1666,30,3,62016.18
346,1616,77,1,22397.81
347,297,17,5,20276.14
348,358,15,1,10803.72
349,734,31,5,26103.59
350,357,34,1,10401.66
351,863,68,1,59728.52
352,976,58,3,41204.07
353,224,58,5,17956.52
354,1260,6,5,24338.94
355,1318,4,1,79886.36
356,1736,52,4,54980.97
357,1005,92,4,6156.21
358,166,42,5,12121.21
359,259,36,5,50755.21
360,1124,92,3,30657.08
361,1224,68,3,36460.12
362,1240,56,1,63508.76
363,235,84,5,57749.94
364,441,56,4,71079.85
365,848,44,4,32077.8
366,1495,13,3,34312.09
367,1363,33,3,76300.32
368,1407,61,1,7569.62
369,175,12,4,7995.19
370,1514,48,2,44641.75
371,1202,72,5,26571.78
372,251,53,3,69925.51
373,1928,97,4,69485.94
374,1477,7,3,48151.68
375,721,14,5,40739.78
376,317,85,4,18171.32
377,222,45,5,29593.62
378,1562,36,5,18323.88
379,879,72,5,49200.79
380,1317,72,1,48835.89
381,1348,89,3,2606.57
382,560,90,3,73745.54
383,719,1,2,69627.06
384,1160,85,4,5844.96
385,1518,82,1,7612.09
386,1087,28,4,33759.65
387,699,21,3,25136.5
388,665,100,5,47818.03
389,1810,7,2,12844.57
390,1266,7,1,21985.6
391,1356,55,4,48682.96
392,849,35,2,60467.97
393,234,45,4,9136.91
394,1389,87,5,39083.63
395,1367,40,1,17874.32
396,1228,8,1,16591.52
397,1937,28,2,61202.62
398,593,42,1,915.07
399,1530,56,2,10595.1
400,1091,91,2,40169.91
401,1707,86,3,6043.42
402,1765,95,1,35065.7
403,942,10,3,46187.01
404,1175,52,4,23373.36
405,830,3,3,13997.29
406,1941,80,4,66611.47
407,1884,47,1,35104.93
408,217,32,4,47232.04
409,1074,11,4,69679.8
410,1528,44,2,26844.57
411,345,10,5,50767.01
412,1087,66,2,72501.04
413,716,45,2,19129.63
414,300,33,2,14126.87
415,314,98,1,14417.55
416,1583,81,4,37276.06
417,1155,98,5,36076.75
418,1893,73,5,26058.7
419,1989,81,3,12330.3
420,140,61,4,50620.39
421,1631,36,5,4775.92
422,1040,10,3,37099.88
423,78,8,3,66585.22
424,158,83,1,49315.17
425,1039,50,4,46551.25
426,1955,95,1,36142.78
427,1659,74,2,25924.68
428,975,65,2,76629.47
429,923,14,3,78595.13
430,173,65,2,3418.63
431,1450,57,4,42067.26
432,1249,21,3,30015.3
433,580,50,4,62023.84
434,1391,77,1,63200.39
435,1326,43,1,26575.35
436,1143,87,4,22945.51
437,1483,85,5,69899.39
438,683,11,5,53188.88
439,1878,45,3,77424.41
440,1431,85,4,10576.45
441,1452,11,3,44845.09
442,1318,43,2,53707.28
443,1698,95,5,7747.2
444,1374,55,5,29136.7
445,743,40,2,76107.19
446,700,99,4,15601.82
447,282,20,1,23873.63
448,1615,13,5,61737.72
449,1711,95,5,3307.48
450,690,99,5,10743.61
451,772,20,2,14712.42
452,1419,99,5,64779.78
453,340,93,4,3781.29
454,747,87,2,77575.21
455,1251,37,4,18949.03
456,490,40,4,72345.75
457,398,48,5,78758.85
458,946,99,3,62315.49
459,1030,68,4,77310.57
460,1673,26,5,11329.36
461,513,7,4,69966.12
462,1136,14,5,68136.93
463,584,11,2,22040.47
464,1855,66,2,66533.42
465,188,29,4,70803.99
466,1906,4,4,4543.57
467,1029,48,2,31076.44
468,168,48,2,2545.55
469,1907,13,3,63372.04
470,282,5,3,73415.47
471,968,90,2,60778.64
472,961,58,5,717.52
473,163,3,3,17486.68
474,307,71,5,42362.39
475,228,100,3,19238.93
476,250,7,2,33759.1
477,1626,80,4,5304.73
478,1714,64,5,43022.49
479,1295,66,5,19581.47
480,295,38,4,423.68
481,723,31,5,33499.44
482,1361,86,1,42020.72
483,739,9,5,43662.33
484,1611,65,5,1919.64
485,1789,61,1,50961.96
486,765,33,1,28759.38
487,139,45,2,58714.4
488,1287,14,5,58893.4
489,681,18,1,28377.23
490,694,83,2,66480.58
491,1403,60,4,50648.35
492,1662,18,1,57367.79
493,1933,59,1,23686.37
494,90,26,1,25451.99
495,636,66,4,79132.08
496,1113,61,3,3217.68
497,1325,25,3,28749.84
498,1600,7,3,22074.36
499,1638,48,4,71191.08
500,1523,57,4,27320.22
501,383,64,4,29576.55
502,1633,67,3,64150.5
503,1490,55,1,34618.39
504,1685,24,5,23712.18
505,211,11,3,52974.26
506,628,58,5,57496.73
507,342,89,4,28317.29
508,87,94,3,49302.66
509,891,36,1,6279.78
510,1306,52,3,41191.96
511,1536,87,2,76236.31
512,293,78,4,3072.48
513,138,31,3,29162.4
514,1945,73,1,48525.06
515,1391,58,3,29948.47
516,1563,10,5,11273.3
517,752,51,3,52068.99
518,512,15,1,58932.29
519,1023,67,4,73108.34
520,242,34,3,56410.81
521,440,79,3,55609.26
522,1006,26,1,11116.55
523,152,58,2,71923.72
524,912,12,3,53525.83
525,1454,9,5,43510.06
526,1826,39,2,57030.19
527,1900,90,2,63556.6
528,1042,29,1,78814.06
529,1623,18,2,63291.73
530,54,47,5,45909.51
531,958,71,2,49071.28
532,177,9,3,32032.35
533,1469,93,4,42196.94
534,1576,53,5,6176.93
535,1992,41,1,36161.97
536,1393,67,3,10527.27
537,1698,100,5,51290.58
538,373,99,2,34778.68
539,1866,8,1,41591.74
540,623,22,2,26015.06
541,1453,29,3,75813.41
542,1063,37,1,20272.24
543,1301,71,3,10275.07
544,621,79,5,7745.24
545,1313,22,5,75345.08
546,316,22,5,57733.43
547,1240,44,5,3582.19
548,1770,4,1,3922.31
549,1314,99,5,21392.08
550,432,99,5,33500.97
551,1309,4,4,71152.05
552,1118,38,3,38789.7
553,1649,88,4,24004.48
554,150,89,1,12898.01
555,852,62,4,16559.63
556,1243,19,3,68959.36
557,654,94,3,78036.32
558,268,98,3,41342.92
559,218,41,2,37476.86
560,548,58,2,11526.95
561,104,38,4,69172.86
562,857,32,2,65133.18
563,1913,74,3,15428.78
564,327,64,5,37504.16
565,1801,40,4,2146.15
566,1936,51,5,36740.28
567,494,28,5,28424.74
568,104,37,4,47921.25
569,1727,84,4,23073.15
570,17,14,4,10973.62
571,542,94,3,61178.38
572,750,6,4,4376.27
573,1151,25,3,44390.87
574,151,50,5,36192.24
575,1127,36,5,54526.77
576,244,17,1,31693.13
577,1628,44,5,75133.2
578,1547,19,2,48315.3
579,823,65,1,3909.68
580,281,92,3,64375.08
581,1064,59,2,48617.96
582,1056,18,3,74529.09
583,653,21,4,79251.07
584,1515,39,5,27107.96
585,1697,66,5,39339.78
586,1153,39,4,65314.18
587,755,43,1,78396.87
588,1196,40,1,47872.7
589,544,84,5,46336.46
590,1478,7,5,38590.77
591,1074,81,5,62035.11
592,779,19,2,2815.17
593,1942,90,1,15504.51
594,904,41,4,12368.07
595,1415,27,4,40294.01
596,1253,61,1,56549.29
597,1063,27,5,26205.45
598,1357,62,5,30331.93
599,1960,23,4,72995.3
600,702,70,3,54165.73
601,1777,93,3,48922.1
602,394,32,3,44778.51
603,461,39,3,56479.6
604,1414,91,4,25567.15
605,715,72,3,23235.81
606,1175,87,5,30560.63
607,809,45,2,23448.08
608,590,92,1,27904.17
609,906,84,3,59861.88
610,439,26,5,21908.28
611,1152,90,3,11239.65
612,1261,95,5,19369.78
613,104,86,5,18285.03
614,477,7,1,33239.12
615,1470,61,1,54590
616,282,1,5,78238.48
617,324,53,4,38351.65
618,409,97,3,25896.07
619,1323,8,1,52287.21
620,476,69,1,73083.41
621,359,54,2,74732.63
622,75,51,4,15148.04
623,1534,38,1,1037.59
624,1164,78,1,74296.85
625,687,37,4,79130.23
626,1113,68,4,71173.02
627,275,65,4,22044.12
628,1657,15,3,13249.79
629,940,83,3,57571.27
630,29,95,3,63323.18
631,1163,87,2,14285.94
632,1754,82,4,66210.09
633,1056,42,1,32245.41
634,196,24,2,38352.09
635,1917,32,1,21083.59
636,483,58,3,76335.58
637,619,75,5,1210.43
638,1339,47,2,5250.31
639,243,60,3,13028.43
640,1406,65,3,55315.14
641,1309,38,3,49284.65
642,449,18,4,12507.89
643,1532,78,3,33441.9
644,1125,61,5,64218
645,1691,28,2,54522.25
646,1221,11,5,35904.81
647,1442,47,1,73403.4
648,230,8,5,72259.19
649,415,74,5,12242.23
650,672,67,4,9563.33
651,421,92,5,39258.59
652,1841,66,4,64751.76
653,929,17,5,33408.34
654,1155,8,5,37150.55
655,1653,40,1,31856.11
656,1673,1,2,46390.41
657,93,55,3,56119.67
658,1109,8,1,78894.14
659,967,5,3,32885.69
660,1575,18,4,30143.54
661,1826,49,4,69607.74
662,1858,49,4,6694.92
663,1975,85,5,10898.29
664,1762,45,1,14523.35
665,1101,51,5,10448.56
666,457,1,1,78284.71
667,949,87,5,34102
668,777,30,2,37010.83
669,318,36,2,75010.61
670,1485,98,1,2866.72
671,1353,54,5,61353.46
672,1810,3,2,16723.71
673,207,77,1,35880.35
674,1377,91,1,19804.31
675,91,52,4,18975.84
676,445,97,1,11467.81
677,593,30,5,25715.62
678,1225,99,3,19180.25
679,1795,19,5,17916.11
680,616,36,1,44669.43
681,1212,95,2,50190.65
682,875,72,4,4035.66
683,706,83,4,62927.63
684,653,90,4,32837.26
685,615,49,2,60425.96
686,970,31,2,24267.69
687,1450,19,4,73203.87
688,1152,53,4,44714.75
689,275,50,2,20622.15
690,677,83,1,73800.42
691,1735,48,1,42989.15
692,1699,25,1,21695.39
693,1380,78,5,3450.94
694,150,25,5,58026.13
695,1145,28,4,16947.46
696,1858,43,3,76573.47
697,32,28,2,76976.58
698,241,96,4,73179.97
699,1425,78,2,31910.58
700,491,71,3,62107.46
701,780,60,5,52002.09
702,632,34,3,41170.48
703,1019,60,1,64283.48
704,1480,61,3,73171.14
705,760,41,4,3942.52
706,1770,29,2,1591.73
707,1134,75,5,57683.95
708,605,20,2,26589.26
709,778,73,2,40093.33
710,1341,88,3,20807.94
711,1683,63,4,37027.07
712,1501,46,2,11453.69
713,1120,63,2,73375.88
714,1111,83,1,42057.37
715,1719,10,1,61216.81
716,845,18,2,5716.04
717,310,2,2,40605.91
718,765,8,5,51125.97
719,1913,79,4,52843.96
720,33,1,5,44264.99
721,25,3,5,57857.76
722,1098,37,1,40325.62
723,1430,87,4,64550.57
724,1864,23,1,73467.49
725,1074,20,2,15595.98
726,1079,33,3,21604.78
727,813,11,3,76755.03
728,941,73,2,79220.57
729,463,39,1,52401.74
730,1758,84,1,7750.99
731,777,49,5,38236.61
732,1305,2,2,6889.08
733,1732,56,3,45397.77
734,1758,13,5,73555.43
735,471,28,5,38196.37
736,96,10,3,71974.14
737,1155,85,1,14593.55
738,1742,41,1,76928.09
739,1203,19,4,74330.33
740,613,21,5,19464.63
741,1710,50,5,26737.87
742,1548,95,2,63301.7
743,1412,93,1,40212.19
744,1996,45,1,8084.56
745,476,10,3,48530.95
746,1258,77,4,77521.97
747,669,4,3,62747.79
748,923,63,2,28657.15
749,1928,49,4,15102.31
750,1200,85,4,7128.82
751,1267,38,2,57133.75
752,169,35,2,30585
753,1606,82,2,59249.53
754,649,47,1,7593.18
755,1932,40,4,28984.42
756,553,14,2,7256.59
757,883,58,5,44511.78
758,836,14,1,7441.62
759,1136,12,5,47963.09
760,665,50,1,23559.23
761,795,100,1,58069.05
762,1146,32,5,41831.03
763,1404,49,2,11364.55
764,617,35,4,11930.01
765,343,56,3,33860.86
766,992,10,3,20359.47
767,506,93,4,47625.37
768,401,59,1,11097.52
769,14,51,3,67375.59
770,779,43,4,26977.48
771,1671,84,5,11148.12
772,657,78,2,38476.08
773,364,51,3,23527.42
774,1424,82,4,77429.72
775,1602,32,3,30270.61
776,1673,51,3,9375.86
777,1155,26,5,79781.01
778,369,88,5,2444.21
779,1490,60,2,35243.86
780,597,89,1,65570.56
781,1630,53,4,11391.58
782,621,31,3,52794.44
783,1465,55,4,6194.02
784,1225,62,5,32243.17
785,1038,89,4,43627.52
786,1620,47,5,47626.45
787,1873,11,1,61584.64
788,1347,86,3,13556.18
789,1255,6,5,78692.57
790,1388,83,4,77353.85
791,680,56,1,1139.66
792,530,29,5,59823.19
793,1143,75,5,17915.23
794,767,51,4,61854.68
795,1206,89,5,12313.37
796,51,62,1,23844.95
797,1886,11,1,66555.02
798,1496,19,3,25156.66
799,933,27,5,38788.2
800,976,13,4,57841.92
801,927,41,1,24230.05
802,1660,91,1,2099.03
803,703,83,1,54267
804,337,95,2,41423.71
805,1131,21,3,44918.96
806,1963,60,2,63880.14
807,1290,24,2,51345.17
808,886,51,1,59068.85
809,1809,26,4,47497.59
810,797,1,2,16700.02
811,1541,91,1,46313.63
812,1638,69,2,29452.7
813,404,59,1,21208.57
814,1767,63,5,77282.54
815,642,77,4,49020.28
816,1203,15,3,28352.2
817,938,80,2,65153.94
818,1446,39,5,47335.42
819,1377,18,3,9692.57
820,626,15,2,30051.49
821,290,66,4,33632.66
822,283,74,4,34015.19
823,997,82,5,55565.6
824,1322,23,5,13598.18
825,592,18,2,25371.03
826,924,80,1,69281.12
827,1950,2,4,11180.82
828,1670,50,5,40582.41
829,1014,53,4,33424.75
830,1721,57,4,13629.1
831,1158,4,2,23578.57
832,563,29,5,23306.02
833,1599,59,5,59477.7
834,1569,64,5,41010.24
835,1173,15,3,62075.51
836,1687,47,5,65861.09
837,86,98,4,43843.36
838,871,14,2,24026.4
839,67,58,3,28080.59
840,1673,12,4,69262.65
841,241,100,2,17026.29
842,1511,76,3,68924.58
843,1250,81,4,13527.73
844,286,27,2,64492.61
845,1168,45,5,22701.48
846,1104,22,3,78325.31
847,600,38,5,21606.24
848,1758,66,1,11105.44
849,1537,53,1,79400.15
850,1776,84,2,56202.69
851,272,32,2,56997.17
852,1697,32,4,39308.86
853,1183,81,3,50335.68
854,769,58,1,50799.13
855,1803,99,1,32406.21
856,1536,36,3,36538.24
857,1000,42,5,496.1
858,1586,94,1,58554.28
859,939,82,3,68052.47
860,1630,69,4,17660.05
861,880,28,4,21701.39
862,1697,37,3,43919.65
863,268,73,4,63126.8
864,1832,88,1,3960.65
865,1283,59,1,10200.7
866,1757,21,4,36683.5
867,1963,55,2,79655.82
868,1863,17,3,12969.5
869,1911,36,1,52469.66
870,513,11,3,53260.35
871,1329,22,1,31887.42
872,626,93,2,34508.71
873,187,91,1,385.58
874,977,10,2,47615.26
875,1064,88,4,1039.17
876,1425,44,1,79054.95
877,865,89,2,38371.71
878,469,50,1,58540.84
879,210,14,3,29593.67
880,613,18,4,61943.8
881,1543,18,2,5751.41
882,1154,2,5,52105.61
883,902,45,2,50356.98
884,311,53,5,55018.32
885,1762,28,1,71757.46
886,287,97,1,47288.04
887,787,45,4,25364.94
888,287,32,3,51675.26
889,509,71,5,48119.63
890,1245,37,1,67876
891,1349,39,2,41563.61
892,1044,25,4,23853.7
893,112,31,4,31054.08
894,494,64,5,5958.66
895,1821,2,3,74732.77
896,271,50,5,33841.82
897,1119,88,2,61088.26
898,1955,99,1,1629.15
899,139,2,3,17493.71
900,1890,8,4,40675.87
901,1288,92,5,61437.67
902,868,90,4,6868.5
903,1099,69,5,12467.63
904,172,40,1,41049.98
905,417,20,5,26341
906,1202,82,1,25019.51
907,896,94,2,4914.1
908,177,56,1,36432.74
909,1247,8,3,53385.54
910,1348,95,2,9818.61
911,1450,18,1,13356.46
912,1952,45,5,41521.66
913,1685,93,3,13605.95
914,260,96,3,58713.99
915,242,99,1,26999.38
916,880,35,5,5389.6
917,1459,74,1,39841.96
918,1047,47,1,40117.92
919,1161,22,3,12836.61
920,1584,14,5,54026.4
921,237,30,5,503.71
922,1759,2,2,3963.73
923,746,50,2,14562.19
924,1967,5,5,64307.3
925,1463,95,4,18192.87
926,509,54,3,21918.26
927,160,74,3,9815.25
928,1379,7,2,18086.85
929,1057,6,4,5792.44
930,953,37,3,26384.88
931,1133,59,1,29701.87
932,598,73,3,59243.21
933,497,60,3,47456.77
934,1011,99,2,58676.33
935,1120,98,2,12299.14
936,1910,53,1,18868.92
937,710,82,1,76092.92
938,3,98,4,67964.78
939,1490,40,1,16652.99
940,488,54,4,76905.45
941,1992,19,3,7713.22
942,1887,30,5,33219.63
943,1835,48,4,77971.02
944,174,75,1,40581.59
945,1306,51,1,47473.09
946,128,56,2,19169.71
947,535,41,4,56146.83
948,1507,42,3,36383.8
949,479,10,2,11147.11
950,1578,75,1,12685.22
951,337,58,4,25327.45
952,248,69,3,77180.39
953,426,58,3,37227.72
954,1746,16,1,12860.95
955,1406,39,5,3513.29
956,1712,42,2,7568.67
957,509,46,4,41221.74
958,1387,39,3,65660.14
959,357,4,4,68410.72
960,1139,96,5,20212.25
961,947,14,2,9978.82
962,127,100,2,10717
963,1687,52,3,54995.94
964,1921,83,1,46710.21
965,531,10,1,79772.77
966,405,83,4,64800.1
967,189,43,1,3701.9
968,945,7,2,73952.3
969,888,93,4,39840.27
970,784,88,4,14071.73
971,440,24,3,22603.41
972,1810,20,1,49243.29
973,1264,32,3,40060.66
974,1808,71,4,5159.03
975,573,50,2,33712.02
976,1317,68,2,50570.12
977,1643,70,1,79154.47
978,1602,92,3,38529.85
979,1601,63,3,73039.36
980,1029,42,4,21852.72
981,54,41,5,17754.91
982,1835,100,3,4968.72
983,967,68,3,61416.32
984,477,21,1,20053.21
985,494,35,5,65356.93
986,1879,95,1,61193.76
987,1942,29,5,67765.46
988,1634,50,3,74834.92
989,1732,23,2,19152.13
990,652,95,3,73143.21
991,58,91,3,75819.43
992,1155,19,5,75883.97
993,1714,64,5,24930.53
994,1005,5,1,4775.59
995,1233,29,1,42256.95
996,2,43,5,16355.71
997,268,44,2,73525.83
998,1730,42,1,2045.46
999,1202,91,2,62016.01
1000,1734,68,3,76855.53
1001,766,91,4,47004.53
1002,690,39,3,11174.2
1003,323,94,4,63408.85
1004,1968,63,3,14182.95
1005,1984,72,5,63022.25
1006,458,86,5,65211
1007,775,40,3,10448.66
1008,1493,1,5,31509.63
1009,1579,73,1,14810.92
1010,652,79,2,51278.85
1011,214,64,2,26693.12
1012,160,31,3,78594.66
1013,344,82,1,65785.45
1014,1373,82,3,35895.41
1015,544,27,2,55545.13
1016,718,33,1,57715.96
1017,99,50,4,58685.98
1018,1985,22,4,39597.63
1019,776,45,5,30214.2
1020,1698,62,5,52181.27
1021,1408,29,2,36266.61
1022,1637,5,3,1899.22
1023,535,14,1,27541.11
1024,1819,49,2,58638.21
1025,1121,12,3,47643.23
1026,1257,62,1,34675.47
1027,1339,22,5,71212.34
1028,322,7,1,26687.24
1029,1996,25,4,55865.58
1030,1479,94,5,21440.6
1031,577,39,2,7943.5
